book_id,text_reviews_count,language_code,average_rating,authors,publication_year,title
23215469,1669.0,eng,3.40,"[{'author_id': '4577318', 'role': ''}]",2015,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny
5391115,2827.0,eng,4.16,"[{'author_id': '7581', 'role': ''}]",2009,"The Awakening (Darkest Powers, #2)"
2794,2853.0,en-US,3.70,"[{'author_id': '235', 'role': ''}]",2006,The Crying of Lot 49
9166559,2810.0,,3.86,"[{'author_id': '2875124', 'role': ''}]",2011,These Things Hidden
26131641,2078.0,eng,3.89,"[{'author_id': '3500', 'role': ''}]",2016,Miller's Valley
34430839,1895.0,eng,3.90,"[{'author_id': '3389', 'role': ''}, {'author_id': '14008944', 'role': ''}]",2017,Gwendy's Button Box
17731926,1701.0,eng,3.40,"[{'author_id': '1304470', 'role': ''}]",2014,Atlantia
2475251,2588.0,eng,4.02,"[{'author_id': '291620', 'role': ''}]",2008,The Cellist of Sarajevo
243272,1678.0,eng,4.43,"[{'author_id': '38550', 'role': ''}]",,"Mistborn (Mistborn, #1)"
6690798,14242.0,eng,4.04,"[{'author_id': '45315', 'role': ''}]",2010,"The Passage (The Passage, #1)"
944076,2334.0,eng,4.27,"[{'author_id': '276660', 'role': ''}]",2008,"Last Argument of Kings (The First Law, #3)"
944073,4708.0,eng,4.14,"[{'author_id': '276660', 'role': ''}]",2007,"The Blade Itself (The First Law, #1)"
7437,2167.0,en-US,3.46,"[{'author_id': '4462369', 'role': ''}, {'author_id': '493614', 'role': 'Editor'}, {'author_id': '4264', 'role': 'Editor'}]",,Naked Lunch
13455782,3781.0,eng,4.01,"[{'author_id': '4637539', 'role': ''}]",2012,"Shatter Me (Shatter Me, #1)"
36086,2252.0,eng,3.91,"[{'author_id': '1563', 'role': ''}]",,"The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World"
15729539,6646.0,eng,4.06,"[{'author_id': '88506', 'role': ''}]",2013,NOS4A2
28016509,4148.0,eng,3.69,"[{'author_id': '14719991', 'role': ''}]",2017,The Girl Before
25776122,3346.0,eng,3.79,"[{'author_id': '2995577', 'role': ''}]",2016,The Summer Before the War
17707605,2602.0,eng,3.87,"[{'author_id': '9559', 'role': ''}]",2013,"W is for Wasted (Kinsey Millhone, #23)"
20696006,8391.0,eng,4.41,"[{'author_id': '3078', 'role': ''}]",2014,Being Mortal: Medicine and What Matters in the End
27003,7208.0,eng,3.91,"[{'author_id': '4432', 'role': ''}]",,"The Eyre Affair (Thursday Next, #1)"
27000,1941.0,eng,4.14,"[{'author_id': '4432', 'role': ''}]",2004,"Lost in a Good Book (Thursday Next, #2)"
6428887,3122.0,eng,3.41,"[{'author_id': '5194', 'role': ''}]",2009,Pirate Latitudes
15705011,3049.0,en-US,3.78,"[{'author_id': '1973', 'role': ''}]",2013,The Last Runaway
95558,1515.0,eng,3.98,"[{'author_id': '10991', 'role': ''}]",,Solaris
8492825,15970.0,en-US,4.05,"[{'author_id': '295178', 'role': ''}]",2011,"Where She Went (If I Stay, #2)"
6689,3876.0,eng,3.99,"[{'author_id': '4273', 'role': ''}, {'author_id': '146', 'role': 'Illustrator'}]",2002,James and the Giant Peach
10345937,2983.0,eng,4.11,"[{'author_id': '4018722', 'role': ''}]",2013,"Shades of Earth (Across the Universe, #3)"
6931246,2000.0,,3.60,"[{'author_id': '33918', 'role': ''}]",2010,Kraken
2017056,1997.0,,3.99,"[{'author_id': '3509', 'role': ''}]",2008,Skeletons at the Feast
18077752,1885.0,eng,3.58,"[{'author_id': '33919', 'role': ''}]",2014,"Acceptance (Southern Reach, #3)"
10306358,1709.0,eng,3.61,"[{'author_id': '4208219', 'role': ''}]",2011,We the Animals
8475505,4724.0,eng,3.88,"[{'author_id': '2261547', 'role': ''}]",2014,"Rebel Belle (Rebel Belle, #1)"
9517,1911.0,eng,4.23,"[{'author_id': '6238', 'role': ''}, {'author_id': '3141986', 'role': 'Translator'}]",,"Persepolis 2: The Story of a Return (Persepolis, #2)"
9516,6478.0,eng,4.23,"[{'author_id': '6238', 'role': ''}, {'author_id': '3043169', 'role': 'Translator'}]",2004,"Persepolis: The Story of a Childhood (Persepolis, #1)"
188572,2091.0,eng,4.50,"[{'author_id': '2448', 'role': ''}]",,The Complete Sherlock Holmes
13254289,1810.0,eng,4.00,"[{'author_id': '4684322', 'role': ''}]",2011,"Glitches (The Lunar Chronicles, #0.5)"
27405006,1479.0,eng,3.81,"[{'author_id': '14587932', 'role': ''}]",2017,All Our Wrong Todays
6387565,2199.0,eng,3.57,"[{'author_id': '3780', 'role': ''}, {'author_id': '13613', 'role': ''}]",,"Witch & Wizard (Witch & Wizard, #1)"
3090282,1617.0,eng,3.94,"[{'author_id': '1321968', 'role': ''}]",2009,A Homemade Life: Stories and Recipes from My Kitchen Table
13312527,4935.0,eng,4.22,"[{'author_id': '5410816', 'role': ''}]",2011,"The Opportunist (Love Me with Lies, #1)"
18222556,1458.0,eng,4.08,"[{'author_id': '1011572', 'role': ''}]",2014,A Snicker of Magic
123106,2630.0,eng,3.83,"[{'author_id': '10003', 'role': ''}]",,Twisted
6380822,2301.0,eng,3.81,"[{'author_id': '2891503', 'role': ''}]",2009,"The Dark Divine (The Dark Divine, #1)"
351648,1823.0,en-US,3.54,"[{'author_id': '60459', 'role': ''}]",,What the Dead Know
16001893,2950.0,eng,4.05,"[{'author_id': '1152263', 'role': ''}]",2012,"Down to You (The Bad Boys, #1)"
12753231,2405.0,eng,3.89,"[{'author_id': '5241601', 'role': ''}]",2012,"Monument 14 (Monument 14, #1)"
22283,1644.0,en-US,3.93,"[{'author_id': '2546', 'role': ''}]",2000,Survivor
22285,2413.0,en-US,3.82,"[{'author_id': '2546', 'role': ''}]",2007,Rant
22284,1971.0,eng,3.61,"[{'author_id': '2546', 'role': ''}]",2004,Diary
22288,3462.0,eng,3.59,"[{'author_id': '2546', 'role': ''}]",2006,Haunted
27272506,2348.0,eng,3.45,"[{'author_id': '137902', 'role': ''}]",2016,"The Glittering Court (The Glittering Court, #1)"
197084,1690.0,eng,4.16,"[{'author_id': '13898', 'role': ''}]",1962,Are You My Mother?
17262100,6682.0,eng,3.82,"[{'author_id': '3670', 'role': ''}]",2013,The Lowland
7285498,1913.0,en-US,3.93,"[{'author_id': '3220024', 'role': ''}]",2011,"Angelfire (Angelfire, #1)"
266904,3547.0,eng,4.13,"[{'author_id': '155829', 'role': ''}]",2007,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)"
402013,3079.0,eng,3.74,"[{'author_id': '65189', 'role': ''}]",,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)"
12119529,1930.0,eng,4.52,"[{'author_id': '21748', 'role': ''}]",2014,"Magic Breaks (Kate Daniels, #7)"
110737,3176.0,eng,4.20,"[{'author_id': '30913', 'role': ''}]",,Seabiscuit: An American Legend
530848,2084.0,en-US,3.92,"[{'author_id': '293603', 'role': ''}]",2007,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)"
8667848,22410.0,eng,3.99,"[{'author_id': '3849415', 'role': ''}]",2011,"A Discovery of Witches (All Souls Trilogy, #1)"
28954137,2077.0,eng,4.47,"[{'author_id': '150038', 'role': ''}, {'author_id': '836009', 'role': ''}, {'author_id': '10317', 'role': ''}, {'author_id': '21981', 'role': ''}]",2016,Tales from the Shadowhunter Academy
12408149,2531.0,eng,3.84,"[{'author_id': '5018174', 'role': ''}]",2012,A Land More Kind Than Home
548739,1538.0,en-US,3.18,"[{'author_id': '301395', 'role': ''}]",2007,"Confessions of a Jane Austen Addict (Jane Austen Addict, #1)"
395871,3550.0,en-US,3.67,"[{'author_id': '50873', 'role': ''}]",2007,"The Awakening / The Struggle (The Vampire Diaries, #1-2)"
307791,8978.0,eng,3.85,"[{'author_id': '2347', 'role': ''}]",2003,"The City of Ember (Book of Ember, #1)"
7497897,1595.0,eng,4.18,"[{'author_id': '846687', 'role': ''}]",2010,Radical: Taking Back Your Faith from the American Dream
32527,1524.0,en-US,3.97,"[{'author_id': '18282', 'role': ''}]",,"Alone (Detective D.D. Warren, #1)"
13402447,3423.0,eng,3.89,"[{'author_id': '5441556', 'role': ''}]",2011,"UnEnchanted (An Unfortunate Fairy Tale, #1)"
26109391,1543.0,eng,4.01,"[{'author_id': '4113638', 'role': ''}]",2016,Highly Illogical Behavior
18989,2093.0,,4.04,"[{'author_id': '1411964', 'role': ''}]",2002,"Tinker, Tailor, Soldier, Spy"
25944798,2202.0,eng,4.24,"[{'author_id': '123463', 'role': ''}]",2016,"The Beauty of Darkness (The Remnant Chronicles, #3)"
15711341,3668.0,eng,4.29,"[{'author_id': '26897', 'role': ''}]",2013,"Written in Red (The Others, #1)"
297673,14213.0,eng,3.89,"[{'author_id': '55215', 'role': ''}]",,The Brief Wondrous Life of Oscar Wao
13376,4947.0,eng,4.10,"[{'author_id': '8360', 'role': ''}]",2004,"The House of the Scorpion (Matteo Alacran, #1)"
31242,2060.0,eng,4.00,"[{'author_id': '239579', 'role': ''}, {'author_id': '227267', 'role': 'Annotations'}, {'author_id': '3128534', 'role': 'Illustrations'}]",2006,Bleak House
27190613,3196.0,eng,3.92,"[{'author_id': '3027554', 'role': ''}]",2016,"And I Darken (The Conqueror's Saga, #1)"
12842115,2847.0,eng,4.02,"[{'author_id': '295178', 'role': ''}]",2013,"Just One Day (Just One Day, #1)"
11298,2494.0,eng,3.94,"[{'author_id': '3354', 'role': ''}, {'author_id': '323598', 'role': 'Translator'}]",2002,"A Wild Sheep Chase (The Rat, #3)"
11297,9144.0,eng,4.02,"[{'author_id': '3354', 'role': ''}, {'author_id': '7306', 'role': 'Translator'}]",2000,Norwegian Wood
8242117,2073.0,en-US,3.73,"[{'author_id': '5691', 'role': ''}]",2010,I Remember Nothing: and Other Reflections
1358844,5116.0,eng,3.77,"[{'author_id': '6160', 'role': ''}]",2008,Remember Me?
8099187,2424.0,eng,3.78,"[{'author_id': '13747', 'role': ''}]",2010,Decision Points
23692271,6265.0,eng,4.43,"[{'author_id': '395812', 'role': ''}]",2014,Sapiens: A Brief History of Humankind
15858248,10565.0,eng,4.10,"[{'author_id': '3379564', 'role': ''}]",2012,"Wallbanger (Cocktail, #1)"
43369,3562.0,eng,3.96,"[{'author_id': '3956', 'role': ''}]",2007,god is Not Great: How Religion Poisons Everything
1885,35918.0,eng,4.25,"[{'author_id': '1265', 'role': ''}, {'author_id': '3500', 'role': 'Introduction'}, {'author_id': '16378912', 'role': 'Commentary'}, {'author_id': '14532', 'role': 'Commentary'}, {'author_id': '1244', 'role': 'Commentary'}, {'author_id': '13771732', 'role': 'Commentary'}, {'author_id': '15258855', 'role': 'Commentary'}, {'author_id': '6765', 'role': 'Commentary'}]",2000,Pride and Prejudice
12967,3340.0,en-US,3.50,"[{'author_id': '8146', 'role': ''}]",2005,Winter's Tale
73086,1827.0,eng,4.21,"[{'author_id': '41313', 'role': ''}]",1996,Kiss an Angel
228333,4710.0,eng,3.40,"[{'author_id': '9222', 'role': ''}, {'author_id': '796724', 'role': ''}]",2003,"The Nanny Diaries (Nanny, #1)"
22836957,2405.0,,3.92,"[{'author_id': '108318', 'role': ''}]",2015,The Revenant
6098148,1885.0,en-US,3.35,"[{'author_id': '678030', 'role': ''}]",,The Girls from Ames: A Story of Women and a Forty-Year Friendship
773858,3970.0,eng,3.87,"[{'author_id': '7103', 'role': ''}]",,Born Standing Up: A Comic's Life
286957,1680.0,eng,4.11,"[{'author_id': '29527', 'role': ''}, {'author_id': '223869', 'role': 'afterword'}]",1996,The Yellow Wall-Paper
39031,1488.0,eng,4.26,"[{'author_id': '12577', 'role': ''}, {'author_id': '11091', 'role': ''}]",2003,"The Cabinet of Curiosities (Pendergast, #3)"
16007855,2340.0,eng,4.35,"[{'author_id': '4279785', 'role': ''}]",2014,"Sweet Reckoning (Sweet, #3)"
12873,7847.0,en-US,4.21,"[{'author_id': '2001717', 'role': ''}, {'author_id': '52956', 'role': 'Afterword'}]",2007,Rebecca
13508607,10898.0,,4.13,"[{'author_id': '615274', 'role': ''}]",2012,The Secret Keeper
2845024,3732.0,eng,4.18,"[{'author_id': '545', 'role': ''}]",2008,Anathem
6294,7084.0,eng,4.30,"[{'author_id': '4260', 'role': ''}]",2001,"Howl's Moving Castle (Howl's Moving Castle, #1)"
15937108,5170.0,eng,4.16,"[{'author_id': '931363', 'role': ''}]",2013,Counting by 7s
10959,4324.0,eng,3.88,"[{'author_id': '1388082', 'role': ''}, {'author_id': '5008438', 'role': 'Translator'}]",1995,Sophie's World
10956,5523.0,eng,3.83,"[{'author_id': '1467', 'role': ''}]",2002,The Virgin Suicides
4494917,1882.0,eng,4.17,"[{'author_id': '5091', 'role': ''}]",2009,"Gone Tomorrow (Jack Reacher, #13)"
114345,1687.0,,4.33,"[{'author_id': '5300', 'role': ''}, {'author_id': '30916', 'role': 'Illustrator'}]",,"The Little House Collection (Little House, #1-9)"
2169506,2762.0,en-US,3.84,"[{'author_id': '1318', 'role': ''}]",2008,"The Dead and the Gone (Last Survivors, #2)"
2113410,3145.0,en-US,3.84,"[{'author_id': '66631', 'role': ''}]",,Belong to Me
140225,3325.0,eng,4.08,"[{'author_id': '1069006', 'role': ''}, {'author_id': '25523', 'role': 'Illustrator'}]",2006,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)"
75024,1518.0,eng,3.81,"[{'author_id': '3621', 'role': ''}]",2006,"The Templar Legacy (Cotton Malone, #1)"
10365343,2290.0,eng,3.25,"[{'author_id': '10029', 'role': ''}]",2011,Zone One
16690,2019.0,eng,4.17,"[{'author_id': '205', 'role': ''}]",2005,The Moon is a Harsh Mistress
18774964,31285.0,eng,4.35,"[{'author_id': '6485178', 'role': ''}, {'author_id': '3363844', 'role': 'Translator'}]",2014,A Man Called Ove
4799,3258.0,eng,4.02,"[{'author_id': '585', 'role': ''}]",2002,Cannery Row
45978,7236.0,eng,3.96,"[{'author_id': '8349', 'role': ''}]",2007,"Eldest (The Inheritance Cycle, #2)"
14942,4300.0,eng,3.78,"[{'author_id': '6765', 'role': ''}, {'author_id': '26993', 'role': 'Foreword'}]",2002,Mrs. Dalloway
853510,2592.0,eng,4.16,"[{'author_id': '123715', 'role': ''}]",2007,"Murder on the Orient Express (Hercule Poirot, #10)"
2187270,1487.0,eng,3.50,"[{'author_id': '8240786', 'role': 'Pseudonym'}, {'author_id': '991777', 'role': ''}]",2008,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter
29154543,2123.0,eng,4.35,"[{'author_id': '12470', 'role': ''}]",2016,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)"
6260997,4350.0,eng,4.31,"[{'author_id': '60441', 'role': ''}, {'author_id': '208248', 'role': ''}]",,Half the Sky: Turning Oppression into Opportunity for Women Worldwide
23281906,1794.0,eng,3.96,"[{'author_id': '625', 'role': ''}]",2015,The Liar
714569,1488.0,en-US,3.88,"[{'author_id': '57462', 'role': ''}]",2007,A Countess Below Stairs
26233572,2374.0,eng,3.90,"[{'author_id': '8509533', 'role': ''}]",2017,I See You
10464963,4682.0,eng,3.60,"[{'author_id': '4464', 'role': ''}]",2011,The Buddha in the Attic
25067046,1513.0,eng,4.25,"[{'author_id': '1192311', 'role': ''}]",2015,Lost Stars
45546,1555.0,eng,4.22,"[{'author_id': '5882', 'role': ''}]",2003,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier
9436924,2484.0,,4.12,"[{'author_id': '4372391', 'role': ''}]",2010,"Thoughtless (Thoughtless, #1)"
6251222,1960.0,eng,3.54,"[{'author_id': '16560', 'role': ''}]",2009,Await Your Reply
33643994,1569.0,eng,4.00,"[{'author_id': '14358948', 'role': ''}]",2017,"Daughter of the Pirate King (Daughter of the Pirate King, #1)"
17456328,2575.0,eng,3.98,"[{'author_id': '247642', 'role': ''}]",2013,The Paris Architect
5355136,3352.0,en-US,3.85,"[{'author_id': '20258', 'role': ''}]",,Look Again
852470,5705.0,en-US,3.82,"[{'author_id': '56224', 'role': ''}]",2006,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)"
20706284,2122.0,eng,4.03,"[{'author_id': '3365457', 'role': ''}]",2014,"Ancillary Sword (Imperial Radch, #2)"
6393631,6458.0,eng,4.20,"[{'author_id': '21618', 'role': ''}]",2010,Smile
8554005,5624.0,en-US,3.76,"[{'author_id': '7128', 'role': ''}]",2011,Sing You Home
10830444,2167.0,eng,3.83,"[{'author_id': '3780', 'role': ''}, {'author_id': '4490971', 'role': ''}]",2012,Guilty Wives
21671,2426.0,en-US,4.18,"[{'author_id': '10289', 'role': ''}]",2001,Mystic River
6578507,4221.0,eng,3.30,"[{'author_id': '179578', 'role': ''}, {'author_id': '524200', 'role': 'Reading'}]",2010,The Postmistress
8682,2526.0,eng,4.24,"[{'author_id': '197', 'role': ''}]",,Jitterbug Perfume
32109569,1529.0,eng,4.30,"[{'author_id': '12130438', 'role': ''}]",,"We Are Legion (We Are Bob) (Bobiverse, #1)"
25944381,1492.0,eng,3.62,"[{'author_id': '7074943', 'role': ''}]",2016,"Cruel Crown (Red Queen, #0.1-#0.2)"
8962,2428.0,,4.07,"[{'author_id': '5816', 'role': ''}]",2002,"A Living Nightmare (Cirque Du Freak, #1)"
22717015,2352.0,eng,4.14,"[{'author_id': '4464118', 'role': ''}]",2015,"Beautiful Redemption (The Maddox Brothers, #2)"
10818853,67203.0,eng,3.66,"[{'author_id': '4725841', 'role': ''}]",2011,"Fifty Shades of Grey (Fifty Shades, #1)"
5509321,1496.0,en-US,3.99,"[{'author_id': '9291', 'role': ''}]",,"First Family (Sean King & Michelle Maxwell, #4)"
16081754,1856.0,eng,3.98,"[{'author_id': '5416410', 'role': ''}]",2012,"Find You in the Dark (Find You in the Dark, #1)"
9542439,2224.0,eng,3.97,"[{'author_id': '9987', 'role': ''}]",2011,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)"
16130537,2428.0,eng,4.07,"[{'author_id': '76360', 'role': ''}]",2013,The Humans
18144053,4249.0,eng,3.73,"[{'author_id': '3502', 'role': ''}]",2014,The Museum of Extraordinary Things
6202556,3658.0,en-US,3.98,"[{'author_id': '2824557', 'role': ''}]",2009,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)"
16180,3238.0,eng,3.84,"[{'author_id': '9987', 'role': ''}]",2006,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)"
6930014,1999.0,eng,4.28,"[{'author_id': '93353', 'role': ''}]",2010,Cutting for Stone
126381,2922.0,,4.12,"[{'author_id': '11291', 'role': ''}]",2005,Purple Hibiscus
17286849,3521.0,eng,4.12,"[{'author_id': '4208569', 'role': ''}]",2013,Fangirl
12902549,3214.0,eng,4.01,"[{'author_id': '5050575', 'role': ''}, {'author_id': '251712', 'role': ''}, {'author_id': '4740293', 'role': 'Foreword'}]",,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny"
3975186,2528.0,eng,3.90,"[{'author_id': '54493', 'role': ''}]",,True Colors
207798,1725.0,eng,3.97,"[{'author_id': '121579', 'role': ''}]",,"Hattie Big Sky (Hattie, #1)"
17349023,4592.0,eng,3.79,"[{'author_id': '3505', 'role': ''}]",2013,We Are Water
16131032,1816.0,eng,4.18,"[{'author_id': '4192148', 'role': ''}]",2013,"Abaddon's Gate (The Expanse, #3)"
15777621,2803.0,eng,3.95,"[{'author_id': '3390621', 'role': ''}]",2013,This Song Will Save Your Life
25893693,7028.0,eng,4.30,"[{'author_id': '14160478', 'role': ''}]",2016,Lilac Girls
301082,14066.0,en-US,3.96,"[{'author_id': '17061', 'role': ''}]",2001,"Dead Until Dark (Sookie Stackhouse, #1)"
18630542,2019.0,eng,4.07,"[{'author_id': '16807', 'role': ''}, {'author_id': '6497026', 'role': 'Colorist'}]",2014,Seconds
18367581,2460.0,eng,3.72,"[{'author_id': '13957', 'role': ''}]",2014,Afterworlds (Afterworlds #1)
7048800,8115.0,eng,3.19,"[{'author_id': '5285', 'role': ''}]",2010,The Particular Sadness of Lemon Cake
20257122,1617.0,eng,4.13,"[{'author_id': '6749587', 'role': ''}, {'author_id': '6610020', 'role': ''}]",2014,"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings"
6977769,2856.0,en-US,4.08,"[{'author_id': '5091', 'role': ''}]",,"61 Hours (Jack Reacher, #14)"
28187230,12871.0,eng,3.66,"[{'author_id': '9013543', 'role': ''}]",2016,The Woman in Cabin 10
5047880,2716.0,eng,4.02,"[{'author_id': '1599723', 'role': ''}]",2009,"Hunger (Gone, #2)"
24388326,3984.0,eng,3.37,"[{'author_id': '3472', 'role': ''}]",2015,The Heart Goes Last
26114135,5755.0,eng,4.10,"[{'author_id': '4183574', 'role': ''}]",2016,All the Ugly and Wonderful Things
107821,2283.0,,3.79,"[{'author_id': '7844', 'role': ''}]",2007,Bridge of Sighs
23197269,1642.0,eng,3.72,"[{'author_id': '1858', 'role': ''}]",2015,Aurora
54529,1465.0,eng,3.88,"[{'author_id': '3878', 'role': ''}]",1999,Falling Leaves: The Memoir of an Unwanted Chinese Daughter
306654,3174.0,,3.99,"[{'author_id': '52627', 'role': ''}]",2005,Cold Sassy Tree
7783920,2416.0,eng,4.34,"[{'author_id': '3393536', 'role': ''}]",2010,"Because of Mr. Terupt (Mr. Terupt, #1)"
22609317,8582.0,eng,3.48,"[{'author_id': '6464799', 'role': ''}]",2015,Luckiest Girl Alive
22609310,10044.0,en-GB,4.24,"[{'author_id': '5430144', 'role': ''}]",2015,Confess
65112,2954.0,eng,3.99,"[{'author_id': '36746', 'role': ''}, {'author_id': '44524', 'role': 'Illustrator'}]",2006,"The End (A Series of Unfortunate Events, #13)"
65110,1472.0,en-US,4.03,"[{'author_id': '36746', 'role': ''}, {'author_id': '44524', 'role': 'Illustrator'}]",2005,"The Penultimate Peril (A Series of Unfortunate Events, #12)"
65111,1461.0,eng,3.99,"[{'author_id': '36746', 'role': ''}, {'author_id': '44524', 'role': 'Illustrations'}]",2004,"The Grim Grotto (A Series of Unfortunate Events, #11)"
65119,2495.0,en-US,3.83,"[{'author_id': '36746', 'role': ''}, {'author_id': '44524', 'role': 'Illustrator'}]",2000,"The Miserable Mill (A Series of Unfortunate Events, #4)"
18459855,1806.0,eng,3.67,"[{'author_id': '11664', 'role': ''}]",2015,"Another Day (Every Day, #2)"
420282,2508.0,en-US,4.29,"[{'author_id': '9685', 'role': ''}]",2000,The Polar Express
4909,1869.0,eng,3.73,"[{'author_id': '3347', 'role': ''}]",,"Teacher Man (Frank McCourt, #3)"
19286669,3794.0,eng,3.93,"[{'author_id': '93345', 'role': ''}]",2014,"The Silent Sister (Riley MacPherson, #1)"
317282,2144.0,en-US,3.70,"[{'author_id': '40593', 'role': ''}]",,Memoirs of a Teenage Amnesiac
29236299,2803.0,eng,4.56,"[{'author_id': '5360335', 'role': ''}, {'author_id': '4735144', 'role': ''}, {'author_id': '4342215', 'role': 'Illustrator'}]",,"Gemina (The Illuminae Files, #2)"
23299512,3862.0,eng,4.14,"[{'author_id': '3099544', 'role': ''}]",2016,"This Savage Song (Monsters of Verity, #1)"
8127,10701.0,eng,4.23,"[{'author_id': '5350', 'role': ''}]",2003,"Anne of Green Gables (Anne of Green Gables, #1)"
28921,5788.0,eng,4.10,"[{'author_id': '4280', 'role': ''}]",2005,The Remains of the Day
17332556,1658.0,eng,3.91,"[{'author_id': '266470', 'role': ''}]",2013,"The Burning Sky (The Elemental Trilogy, #1)"
4327066,2458.0,eng,4.21,"[{'author_id': '12898', 'role': ''}]",2009,The Perks of Being a Wallflower
16158519,1900.0,eng,3.96,"[{'author_id': '625', 'role': ''}]",2013,Whiskey Beach
3099787,1981.0,en-US,4.04,"[{'author_id': '50873', 'role': ''}]",,"Night World, No. 1 (Night World, #1-3)"
25489625,9971.0,eng,4.40,"[{'author_id': '1214964', 'role': ''}]",2015,Between the World and Me
7039,1778.0,eng,3.95,"[{'author_id': '4738', 'role': ''}]",2003,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)"
21849362,2690.0,en-US,4.29,"[{'author_id': '20248', 'role': ''}]",2015,"The Shadows (Black Dagger Brotherhood, #13)"
10073,3750.0,eng,3.41,"[{'author_id': '2929', 'role': ''}]",2006,A Long Way Down
17798649,2012.0,eng,4.27,"[{'author_id': '6451816', 'role': ''}]",2013,"Try (Temptation, #1)"
17645,1993.0,en-US,3.66,"[{'author_id': '3472', 'role': ''}]",2005,The Penelopiad
6043849,3574.0,eng,4.20,"[{'author_id': '370361', 'role': ''}]",2009,"The Ask and the Answer (Chaos Walking, #2)"
33288638,1621.0,eng,4.23,"[{'author_id': '5760202', 'role': ''}]",,Wait for It
12033455,9127.0,eng,3.93,"[{'author_id': '6160', 'role': ''}]",2012,I've Got Your Number
541341,1542.0,,4.22,"[{'author_id': '10006', 'role': ''}]",2007,Deep and Dark and Dangerous
29437949,8970.0,eng,3.93,"[{'author_id': '14425604', 'role': ''}]",2016,Behind Closed Doors
14758,1961.0,,3.78,"[{'author_id': '9212', 'role': ''}]",2005,In Her Shoes
6398972,1494.0,eng,3.57,"[{'author_id': '721', 'role': ''}]",,Ford County
11922297,2173.0,,4.11,"[{'author_id': '5007321', 'role': ''}]",2012,"Heaven Is Here: An Incredible Story of Hope, Triumph, and Everyday Joy"
9533378,4841.0,eng,4.12,"[{'author_id': '4414255', 'role': ''}]",2011,"Hounded (The Iron Druid Chronicles, #1)"
10428902,1721.0,eng,3.89,"[{'author_id': '3046613', 'role': ''}]",2011,"Miss Peregrine's Home For Peculiar Children (Miss Peregrine's Peculiar Children, #1)"
21473305,1623.0,eng,4.08,"[{'author_id': '7759811', 'role': ''}]",,"Dominic (Slater Brothers, #1)"
18423,3616.0,eng,4.05,"[{'author_id': '874602', 'role': ''}, {'author_id': '2966914', 'role': 'Translator'}]",2000,The Left Hand of Darkness
17799,2074.0,eng,3.87,"[{'author_id': '3354', 'role': ''}, {'author_id': '403782', 'role': 'Translator'}]",2006,"South of the Border, West of the Sun"
25912358,2460.0,eng,4.28,"[{'author_id': '7074846', 'role': ''}]",2016,A Thousand Boy Kisses
20510241,1526.0,eng,3.77,"[{'author_id': '822', 'role': ''}, {'author_id': '1960761', 'role': ''}]",2014,"The Calling (Endgame, #1)"
2175,5000.0,eng,3.65,"[{'author_id': '1461', 'role': ''}, {'author_id': '54647', 'role': 'Introduction'}, {'author_id': '474490', 'role': 'Translator'}, {'author_id': '1460', 'role': 'Contributor'}]",2004,Madame Bovary
16328,3670.0,eng,4.20,"[{'author_id': '123715', 'role': ''}]",2006,"The Murder of Roger Ackroyd (Hercule Poirot, #4)"
26224667,1797.0,eng,3.94,"[{'author_id': '14250598', 'role': ''}]",2015,"Wrong (Wrong, #1)"
8318666,2687.0,eng,3.25,"[{'author_id': '861', 'role': ''}]",2011,"The Land of Painted Caves (Earth's Children, #6)"
28588073,1623.0,eng,3.89,"[{'author_id': '3472', 'role': ''}]",,Hag-Seed
13572249,7793.0,eng,4.19,"[{'author_id': '19823', 'role': ''}]",2012,"Bared to You (Crossfire, #1)"
23200620,1634.0,eng,4.23,"[{'author_id': '4372391', 'role': ''}]",,"Thoughtful (Thoughtless, #1.5)"
17797253,2278.0,eng,3.57,"[{'author_id': '460979', 'role': ''}]",2014,Under the Wide and Starry Sky
16981,3741.0,eng,3.84,"[{'author_id': '7508', 'role': ''}]",1995,Invisible Man
645180,1506.0,eng,3.68,"[{'author_id': '71155', 'role': ''}]",,Soon I Will Be Invincible
9761771,2780.0,eng,4.34,"[{'author_id': '4476934', 'role': ''}]",2012,"Pure (Covenant, #2)"
